Simulation results for substrates contain 100-nodes
state; 1-success, 2-rejected by pre-matching, 3-rejected by node mapping, 4-rejected by edge mapping

req	state	 maptime

0   	1   	0.038098
1   	1   	0.144212
2   	1   	0.280567
3   	1   	0.579313
4   	1   	0.631658
5   	1   	1.758846
6   	1   	1.092579
7   	1   	1.187563
8   	1   	2.697396
9   	1   	4.208059
10   	1   	8.094435
11   	1   	17.257123
12   	1   	16.763824
13   	4   	42.262683
14   	4   	10.414673
15   	4   	56.667425
16   	4   	58.071590
17   	4   	56.289208
18   	4   	36.912814
19   	4   	5.579103
20   	3   	0.003686
21   	3   	0.003732
22   	3   	0.003323
23   	3   	0.003563
24   	4   	34.150554
25   	1   	0.022419
26   	1   	0.178469
27   	1   	0.468711
28   	1   	0.330610
29   	1   	1.153385
30   	1   	1.656313
31   	1   	2.566946
32   	1   	6.896351
33   	1   	4.971609
34   	1   	15.974921
35   	1   	18.896683
36   	4   	23.590156
37   	4   	21.726212
38   	4   	27.581504
39   	4   	25.948489
40   	4   	30.136354
41   	4   	17.836560
42   	4   	31.428265
43   	4   	32.614441
44   	4   	8.382372
45   	3   	0.003336
46   	3   	0.003200
47   	4   	9.346102
48   	3   	0.004136
49   	4   	7.931995
50   	1   	0.023152
51   	1   	0.084179
52   	1   	0.207221
53   	1   	1.070552
54   	1   	0.569588
55   	1   	2.266523
56   	1   	3.152188
57   	1   	5.887737
58   	1   	10.011290
59   	4   	6.523848
60   	4   	20.127659
61   	4   	20.288159
62   	4   	19.643353
63   	1   	24.928652
64   	4   	21.361244
65   	4   	15.327086
66   	3   	0.002957
67   	4   	11.326448
68   	4   	11.577066
69   	3   	0.002973
70   	3   	0.002931
71   	3   	9.944396
72   	3   	0.002800
73   	3   	0.003346
74   	3   	0.003132
75   	1   	0.019245
76   	1   	0.067643
77   	1   	0.167167
78   	1   	1.025652
79   	1   	2.576962
80   	1   	4.093955
81   	1   	3.137109
82   	1   	5.655917
83   	4   	8.687218
84   	4   	11.817700
85   	4   	11.743453
86   	4   	16.248300
