Simulation results for substrates contain 70-nodes
state; 1-success, 2-rejected by pre-matching, 3-rejected by node mapping, 4-rejected by edge mapping

req	state	 maptime
339   	3   	0.001414
340   	3   	0.001544
341   	3   	0.001475
342   	3   	0.001630
343   	3   	0.001851
344   	3   	0.001712
345   	3   	0.001986
346   	3   	0.002127
347   	3   	0.002107
348   	3   	0.002129
349   	3   	0.002357
350   	1   	0.011063
351   	1   	0.134245
352   	4   	0.539686
353   	4   	0.584249
354   	4   	0.848158
355   	4   	1.147532
356   	4   	1.335092
357   	4   	1.755024
358   	3   	1.836226
359   	3   	2.016436
360   	3   	1.392316
361   	3   	1.317755
362   	3   	1.684843
363   	3   	0.001392
364   	3   	0.001716
365   	3   	0.001391
366   	3   	0.001870
367   	3   	0.001851
368   	3   	0.001693
369   	3   	0.001738
370   	3   	0.001822
371   	3   	0.002155
372   	3   	0.002312
373   	3   	0.002336
374   	3   	0.002155
375   	1   	0.023226
376   	1   	0.107678
377   	1   	0.568927
378   	1   	0.540733
379   	4   	0.837504
380   	4   	1.687557
381   	4   	1.750227
382   	4   	2.464618
383   	3   	1.818361
384   	3   	2.507925
385   	3   	1.760776
386   	3   	0.865443
387   	3   	1.094467
388   	3   	1.197669
389   	3   	0.001471
390   	3   	0.001328
391   	3   	0.001422
392   	3   	0.001786
393   	3   	0.001764
394   	3   	0.002325
395   	3   	0.001875
396   	3   	0.001824
397   	3   	0.002240
398   	3   	0.002136
399   	3   	0.002259
400   	1   	0.011364
401   	1   	0.060520
402   	4   	0.637731
403   	4   	0.226535
404   	4   	0.866232
405   	4   	1.477027
406   	4   	1.866302
407   	4   	2.113225
408   	4   	2.055146
409   	3   	2.291360
410   	3   	2.521210
411   	3   	0.895923
412   	3   	0.949339
413   	3   	1.085714
414   	3   	0.001496
415   	3   	0.001304
416   	3   	0.001461
417   	3   	0.001514
418   	3   	0.002239
419   	3   	0.001792
420   	3   	0.002010
421   	3   	0.002082
422   	3   	0.002784
423   	3   	0.002041
424   	3   	0.002306
425   	1   	0.008465
426   	1   	0.111103
427   	4   	0.644463
428   	1   	0.218733
429   	4   	1.144835
430   	4   	1.642854
431   	4   	1.092478
432   	4   	1.902974
433   	3   	2.683450
434   	3   	2.637261
435   	3   	1.091160
436   	3   	0.001424
437   	3   	0.734527
438   	3   	0.749264
439   	3   	0.001369
440   	3   	0.001482
441   	3   	0.001676
442   	3   	0.001490
443   	3   	0.001592
444   	3   	0.001788
445   	3   	0.001848
446   	3   	0.002100
447   	3   	0.002320
448   	3   	0.002058
449   	3   	0.002509
450   	1   	0.012374
451   	1   	0.087099
452   	4   	0.404554
453   	4   	1.071372
454   	4   	0.982312
455   	4   	1.738820
456   	4   	1.223281
457   	3   	1.531427
458   	3   	1.800068
459   	3   	2.138132
460   	3   	1.961679
461   	3   	2.187874
462   	3   	0.497453
463   	3   	0.590916
464   	3   	0.716166
465   	3   	0.001361
466   	3   	0.001397
467   	3   	0.001801
468   	3   	0.001556
469   	3   	0.002033
470   	3   	0.002451
471   	3   	0.001942
472   	3   	0.002114
473   	3   	0.002264
474   	3   	0.002554
475   	1   	0.011034
476   	1   	0.033740
477   	1   	0.195045
478   	4   	0.674998
479   	1   	0.856707
480   	4   	1.871563
481   	4   	1.735656
482   	3   	1.554386
483   	3   	1.337627
484   	3   	2.418330
485   	3   	1.859342
486   	3   	0.001195
487   	3   	0.001219
488   	3   	0.001164
489   	3   	0.001387
490   	3   	0.001293
491   	3   	0.001355
492   	3   	0.001790
493   	3   	0.002030
494   	3   	0.001805
495   	3   	0.002141
496   	3   	0.002311
497   	3   	0.002227
498   	3   	0.002339
499   	3   	0.002338
500   	1   	0.008615
501   	1   	0.050502
502   	1   	0.101312
503   	1   	0.640624
504   	4   	1.034736
505   	4   	1.339085
506   	4   	1.962634
507   	3   	1.776667
508   	3   	1.590710
509   	3   	2.112298
510   	3   	1.621427
511   	3   	0.001323
512   	3   	0.001279
513   	3   	0.001401
514   	3   	0.001454
515   	3   	0.001575
516   	3   	0.001493
517   	3   	0.001573
518   	3   	0.001700
519   	3   	0.001828
520   	3   	0.002107
521   	3   	0.001938
522   	3   	0.001975
523   	3   	0.002055
524   	3   	0.002302
525   	1   	0.021701
526   	1   	0.109859
527   	1   	0.464244
528   	4   	0.567586
529   	4   	0.608839
530   	4   	1.143024
531   	3   	1.723437
532   	4   	1.736027
533   	3   	1.282233
534   	3   	1.363700
535   	3   	0.558770
536   	3   	0.001092
537   	3   	0.001301
538   	3   	0.001704
539   	3   	0.001238
540   	3   	0.001436
541   	3   	0.001918
542   	3   	0.001593
543   	3   	0.001971
544   	3   	0.001672
545   	3   	0.002067
546   	3   	0.002109
547   	3   	0.002104
548   	3   	0.002114
549   	3   	0.002484
550   	1   	0.014283
551   	4   	0.230300
552   	4   	0.737620
553   	4   	0.885559
554   	4   	0.863463
555   	4   	0.848745
556   	4   	2.118914
557   	4   	1.791718
558   	3   	1.655036
559   	3   	1.690100
560   	3   	0.499959
561   	3   	0.284246
562   	3   	0.001211
563   	3   	0.001204
564   	3   	0.001405
565   	3   	0.001349
566   	3   	0.001506
567   	3   	0.001579
568   	3   	0.001935
569   	3   	0.002239
570   	3   	0.001915
571   	3   	0.001980
572   	3   	0.002125
573   	3   	0.002313
574   	3   	0.003288
575   	1   	0.013567
576   	1   	0.049692
577   	4   	0.208078
578   	4   	0.796532
579   	4   	0.836611
580   	4   	0.859091
581   	4   	1.765751
582   	4   	1.634419
583   	3   	1.141317
584   	3   	1.649450
585   	3   	0.001115
586   	3   	0.491316
587   	3   	0.001192
588   	3   	0.001298
589   	3   	0.001338
590   	3   	0.001395
591   	3   	0.001501
592   	3   	0.001745
593   	3   	0.002249
594   	3   	0.001979
595   	3   	0.001984
596   	3   	0.002278
597   	3   	0.002058
598   	3   	0.002478
599   	3   	0.002125
600   	1   	0.010216
601   	1   	0.059596
602   	4   	0.503607
603   	4   	0.979603
604   	4   	0.763852
605   	4   	0.992364
606   	4   	2.056599
607   	4   	1.597361
608   	3   	0.926747
609   	3   	0.770020
610   	3   	0.001261
611   	3   	0.001378
612   	3   	0.001077
613   	3   	0.001423
614   	3   	0.001410
615   	3   	0.001634
616   	3   	0.001969
617   	3   	0.001543
618   	3   	0.001853
619   	3   	0.001648
620   	3   	0.001733
621   	3   	0.001895
622   	3   	0.002108
623   	3   	0.002405
624   	3   	0.002490
625   	1   	0.013028
626   	1   	0.084453
627   	4   	0.375464
628   	4   	0.841796
629   	4   	0.973183
630   	4   	1.377805
631   	4   	1.272018
632   	4   	1.737711
633   	3   	1.732661
634   	3   	1.509183
635   	3   	0.001115
636   	3   	0.001149
637   	3   	0.001263
638   	3   	0.001203
639   	3   	0.001496
640   	3   	0.001368
641   	3   	0.001569
642   	3   	0.001772
643   	3   	0.001557
644   	3   	0.001682
645   	3   	0.001873
646   	3   	0.001979
647   	3   	0.002971
648   	3   	0.002094
649   	3   	0.002045
650   	4   	0.025123
651   	1   	0.029350
652   	4   	0.427877
653   	4   	0.869526
654   	4   	1.069485
655   	4   	1.519648
656   	4   	1.519143
657   	3   	1.648376
658   	3   	0.788221
659   	3   	1.817874
660   	3   	1.587369
661   	3   	0.001235
662   	3   	0.001081
663   	3   	0.001528
664   	3   	0.001405
665   	3   	0.001543
666   	3   	0.001723
667   	3   	0.001690
668   	3   	0.001738
669   	3   	0.001941
670   	3   	0.001764
671   	3   	0.002231
672   	3   	0.001943
673   	3   	0.002285
674   	3   	0.002484
675   	1   	0.010957
676   	1   	0.113574
677   	1   	0.245037
678   	4   	0.981843
679   	4   	0.823463
680   	4   	1.479598
681   	4   	1.482530
682   	4   	0.937900
683   	4   	2.331472
684   	3   	1.393590
685   	3   	1.672131
686   	3   	0.526135
687   	3   	0.001322
688   	3   	0.001304
689   	3   	0.001290
690   	3   	0.001512
691   	3   	0.001771
692   	3   	0.001451
693   	3   	0.001794
694   	3   	0.001651
695   	3   	0.002205
696   	3   	0.002083
697   	3   	0.002061
698   	3   	0.002213
699   	3   	0.003321
700   	1   	0.022622
701   	4   	0.128783
702   	4   	0.336463
703   	4   	0.408171
704   	4   	0.896439
705   	4   	1.363822
706   	4   	1.822617
707   	4   	1.459396
708   	3   	0.953474
709   	3   	1.177243
710   	3   	1.703078
711   	3   	0.001273
712   	3   	0.001129
713   	3   	0.001178
714   	3   	0.001475
715   	3   	0.001798
716   	3   	0.001395
717   	3   	0.001464
718   	3   	0.001822
719   	3   	0.001760
720   	3   	0.001831
721   	3   	0.002235
722   	3   	0.002264
723   	3   	0.002267
724   	3   	0.002187
725   	1   	0.018668
726   	1   	0.071432
727   	1   	0.148602
728   	4   	0.994428
729   	4   	0.702074
730   	4   	1.152286
731   	4   	1.605730
732   	4   	1.205032
733   	4   	1.671858
734   	3   	1.097499
735   	3   	1.137283
736   	3   	0.001153
737   	3   	0.001182
738   	3   	0.001322
739   	3   	0.001289
740   	3   	0.001299
741   	3   	0.001553
742   	3   	0.001967
743   	3   	0.001963
744   	3   	0.001626
745   	3   	0.001810
746   	3   	0.001830
747   	3   	0.001950
748   	3   	0.002371
749   	3   	0.002181
750   	1   	0.012292
751   	4   	0.116869
752   	4   	0.378342
753   	4   	0.705850
754   	4   	1.152984
755   	4   	1.432360
756   	4   	1.454305
757   	4   	2.293811
758   	3   	1.619437
759   	3   	1.041894
760   	3   	0.001334
761   	3   	0.001029
762   	3   	0.001165
763   	3   	0.001426
764   	3   	0.001237
765   	3   	0.001938
766   	3   	0.001379
767   	3   	0.001675
768   	3   	0.001840
769   	3   	0.001912
770   	3   	0.002056
771   	3   	0.001976
772   	3   	0.002302
773   	3   	0.002081
774   	3   	0.002513
775   	4   	0.033014
776   	4   	0.060392
777   	4   	0.556553
778   	4   	0.802264
779   	4   	0.851206
780   	4   	0.956048
781   	4   	0.879380
782   	4   	1.287270
783   	3   	1.504102
784   	3   	0.725924
785   	3   	0.759480
786   	3   	0.001029
787   	3   	0.001162
788   	3   	0.001244
789   	3   	0.001535
790   	3   	0.001418
791   	3   	0.001595
792   	3   	0.001464
793   	3   	0.001468
794   	3   	0.002289
795   	3   	0.001673
796   	3   	0.002147
797   	3   	0.002150
798   	3   	0.001993
799   	3   	0.002322
800   	1   	0.015126
801   	1   	0.074409
802   	4   	0.255033
803   	4   	0.593512
804   	4   	1.342470
805   	4   	1.469432
806   	4   	1.622691
807   	3   	0.871865
808   	3   	1.131456
809   	3   	1.488551
810   	3   	0.586846
811   	3   	0.001090
812   	3   	0.001135
813   	3   	0.001609
814   	3   	0.001325
815   	3   	0.001363
816   	3   	0.001644
817   	3   	0.001600
818   	3   	0.001853
819   	3   	0.001799
820   	3   	0.001695
821   	3   	0.002473
822   	3   	0.002151
823   	3   	0.002435
824   	3   	0.002631
825   	1   	0.008650
826   	4   	0.173613
827   	4   	0.352468
828   	4   	0.767302
829   	4   	0.592113
830   	4   	1.893288
831   	4   	1.216120
832   	3   	1.195475
833   	3   	1.373705
834   	3   	1.649769
835   	3   	0.001067
836   	3   	0.640855
837   	3   	0.001206
838   	3   	0.001421
839   	3   	0.001400
840   	3   	0.001468
841   	3   	0.001651
842   	3   	0.001488
843   	3   	0.001707
844   	3   	0.001607
845   	3   	0.002030
846   	3   	0.002207
847   	3   	0.002233
848   	3   	0.002014
849   	3   	0.002326
850   	4   	0.023669
851   	1   	0.092562
852   	4   	0.322892
853   	4   	0.554926
854   	4   	1.119629
855   	4   	0.705425
856   	4   	1.610437
857   	3   	0.661327
858   	3   	0.410523
859   	3   	1.316899
860   	3   	0.001098
861   	3   	0.001172
862   	3   	0.001144
863   	3   	0.001236
864   	3   	0.001506
865   	3   	0.001573
866   	3   	0.001438
867   	3   	0.001698
868   	3   	0.001600
869   	3   	0.001899
870   	3   	0.002507
871   	3   	0.002179
872   	3   	0.002346
873   	3   	0.002089
874   	3   	0.002709
875   	1   	0.021140
876   	4   	0.147817
877   	4   	0.363562
878   	4   	0.777448
879   	4   	1.139454
880   	4   	1.349527
881   	4   	1.167432
882   	4   	1.548964
883   	3   	1.212204
884   	3   	0.969577
885   	3   	0.568287
886   	3   	0.001125
887   	3   	0.001228
888   	3   	0.001172
889   	3   	0.001535
890   	3   	0.001428
891   	3   	0.001385
892   	3   	0.001599
893   	3   	0.001516
894   	3   	0.001821
895   	3   	0.001775
896   	3   	0.001854
897   	3   	0.001876
898   	3   	0.002292
899   	3   	0.003034
900   	1   	0.013748
901   	1   	0.082791
902   	4   	0.297156
903   	4   	0.668118
904   	4   	0.732821
905   	4   	1.696222
906   	4   	1.865979
907   	3   	1.119281
908   	3   	1.106178
909   	3   	1.166924
910   	3   	1.309158
911   	3   	0.001133
912   	3   	0.001142
913   	3   	0.001315
914   	3   	0.001366
915   	3   	0.001482
916   	3   	0.001593
917   	3   	0.001557
918   	3   	0.002014
919   	3   	0.002045
920   	3   	0.002159
921   	3   	0.002076
922   	3   	0.002872
923   	3   	0.002096
924   	3   	0.002075
925   	1   	0.016365
926   	1   	0.108460
927   	4   	0.275712
928   	4   	0.890352
929   	4   	1.123898
930   	4   	0.564349
931   	3   	1.234839
932   	4   	0.992742
933   	3   	0.620733
934   	3   	0.477833
935   	3   	0.660637
936   	3   	0.001125
937   	3   	0.001041
938   	3   	0.001432
939   	3   	0.001295
940   	3   	0.001452
941   	3   	0.001492
942   	3   	0.001736
943   	3   	0.001519
944   	3   	0.001895
945   	3   	0.001668
946   	3   	0.002000
947   	3   	0.001927
948   	3   	0.002059
949   	3   	0.003194
950   	1   	0.018292
951   	4   	0.095625
952   	1   	0.284046
953   	4   	0.424699
954   	4   	0.860603
955   	4   	0.743341
956   	4   	1.161269
957   	4   	2.028848
958   	3   	0.778998
959   	3   	0.835691
960   	3   	0.766443
961   	3   	0.608211
962   	3   	0.001260
963   	3   	0.001165
964   	3   	0.001419
965   	3   	0.001266
966   	3   	0.001448
967   	3   	0.001491
968   	3   	0.001598
969   	3   	0.002161
970   	3   	0.002469
971   	3   	0.002210
972   	3   	0.001885
973   	3   	0.002288
974   	3   	0.002484
975   	1   	0.015110
976   	1   	0.034351
977   	1   	0.219755
978   	4   	0.727483
979   	1   	0.698311
980   	4   	0.713345
981   	4   	1.154290
982   	3   	0.724891
983   	3   	0.477649
984   	3   	0.373400
985   	3   	0.482591
986   	3   	0.001058
987   	3   	0.001033
988   	3   	0.001394
989   	3   	0.001251
990   	3   	0.001686
991   	3   	0.001420
992   	3   	0.001441
993   	3   	0.001575
994   	3   	0.001995
995   	3   	0.001699
996   	3   	0.002176
997   	3   	0.002181
998   	3   	0.002417
999   	3   	0.002605
1000   	1   	0.011502
1001   	1   	0.053264
1002   	4   	0.384080
1003   	4   	0.812896
1004   	4   	0.746371
1005   	4   	1.646377
1006   	4   	1.081916
1007   	4   	1.346491
1008   	3   	0.682342
1009   	3   	0.552500
1010   	3   	0.494913
1011   	3   	0.001286
1012   	3   	0.001238
1013   	3   	0.001217
1014   	3   	0.001146
1015   	3   	0.001257
1016   	3   	0.001525
1017   	3   	0.001633
1018   	3   	0.001566
1019   	3   	0.001917
1020   	3   	0.001993
1021   	3   	0.002018
1022   	3   	0.002515
1023   	3   	0.002377
1024   	3   	0.002160
1025   	1   	0.013780
1026   	4   	0.136878
1027   	1   	0.226180
1028   	4   	1.064446
1029   	4   	0.585298
1030   	4   	0.915513
1031   	4   	1.601860
1032   	3   	0.421651
1033   	3   	0.376037
1034   	3   	0.626557
1035   	3   	0.001039
1036   	3   	0.001076
1037   	3   	0.001150
1038   	3   	0.001131
1039   	3   	0.001342
1040   	3   	0.001535
1041   	3   	0.001297
1042   	3   	0.001556
1043   	3   	0.002009
1044   	3   	0.001949
1045   	3   	0.001934
1046   	3   	0.001879
1047   	3   	0.002276
1048   	3   	0.002126
1049   	3   	0.002196
1050   	1   	0.010846
1051   	4   	0.202153
1052   	4   	0.524698
1053   	4   	0.750783
1054   	4   	0.576687
1055   	4   	1.085580
1056   	4   	0.974962
1057   	4   	1.309032
1058   	3   	0.511360
1059   	3   	0.343423
1060   	3   	0.001127
1061   	3   	0.001088
1062   	3   	0.001156
1063   	3   	0.001651
1064   	3   	0.001334
1065   	3   	0.001284
1066   	3   	0.001603
1067   	3   	0.001593
1068   	3   	0.001631
1069   	3   	0.001709
1070   	3   	0.002084
1071   	3   	0.001810
1072   	3   	0.002221
1073   	3   	0.002261
1074   	3   	0.002089
1075   	1   	0.013675
1076   	4   	0.175706
1077   	4   	0.457358
1078   	1   	0.782126
1079   	4   	0.607216
1080   	4   	0.796808
1081   	3   	0.317014
1082   	3   	0.504356
1083   	3   	0.297465
1084   	3   	0.000867
1085   	3   	0.001024
1086   	3   	0.000993
1087   	3   	0.001116
1088   	3   	0.001319
1089   	3   	0.001148
1090   	3   	0.001854
1091   	3   	0.001450
1092   	3   	0.001533
1093   	3   	0.001490
1094   	3   	0.001858
1095   	3   	0.001970
1096   	3   	0.001971
1097   	3   	0.002496
1098   	3   	0.002027
1099   	3   	0.003315
1100   	1   	0.010378
1101   	1   	0.063159
1102   	4   	0.557799
1103   	4   	0.636051
1104   	4   	0.507050
1105   	4   	1.009318
1106   	4   	1.264755
1107   	3   	0.485636
1108   	3   	0.001008
1109   	3   	0.081894
1110   	3   	0.000928
1111   	3   	0.001140
1112   	3   	0.001093
1113   	3   	0.001258
1114   	3   	0.001254
1115   	3   	0.001265
1116   	3   	0.001518
1117   	3   	0.001428
1118   	3   	0.001451
1119   	3   	0.001967
1120   	3   	0.001892
1121   	3   	0.001955
1122   	3   	0.001866
1123   	3   	0.001982
1124   	3   	0.002182
1125   	1   	0.021805
1126   	1   	0.130548
1127   	1   	0.089533
1128   	4   	0.601468
1129   	4   	0.650915
1130   	4   	1.132924
1131   	4   	1.533343
1132   	3   	0.000951
1133   	3   	0.000807
1134   	3   	0.001010
1135   	3   	0.001181
1136   	3   	0.000949
1137   	3   	0.001172
1138   	3   	0.001231
1139   	3   	0.001368
1140   	3   	0.001299
1141   	3   	0.001485
1142   	3   	0.001665
1143   	3   	0.001584
1144   	3   	0.002217
1145   	3   	0.001753
1146   	3   	0.001668
1147   	3   	0.002066
1148   	3   	0.002215
1149   	3   	0.002426
1150   	1   	0.012318
1151   	1   	0.102930
1152   	4   	0.535211
1153   	4   	0.695061
1154   	4   	0.638735
1155   	4   	0.640680
1156   	4   	0.835743
1157   	3   	0.000895
1158   	3   	0.000789
1159   	3   	0.000817
1160   	3   	0.000900
1161   	3   	0.001304
1162   	3   	0.001151
1163   	3   	0.001432
1164   	3   	0.001267
1165   	3   	0.001484
1166   	3   	0.001682
1167   	3   	0.001828
1168   	3   	0.002018
1169   	3   	0.001847
1170   	3   	0.001598
1171   	3   	0.002041
1172   	3   	0.001953
1173   	3   	0.002264
1174   	3   	0.001991
1175   	1   	0.009536
1176   	4   	0.114359
1177   	4   	0.428109
1178   	4   	0.553726
1179   	4   	0.523143
1180   	4   	1.380638
1181   	3   	1.100120
1182   	4   	1.834494
1183   	3   	0.000847
1184   	3   	0.000860
1185   	3   	0.000923
1186   	3   	0.001106
1187   	3   	0.001056
1188   	3   	0.001458
1189   	3   	0.001435
1190   	3   	0.001585
1191   	3   	0.001886
1192   	3   	0.001723
1193   	3   	0.001630
1194   	3   	0.001619
1195   	3   	0.001622
1196   	3   	0.001799
1197   	3   	0.002206
1198   	3   	0.002145
1199   	3   	0.002355
1200   	1   	0.014863
1201   	1   	0.037012
1202   	1   	0.144465
1203   	1   	0.336404
1204   	4   	0.695190
1205   	4   	0.708716
1206   	3   	0.898064
1207   	3   	0.000817
1208   	3   	0.000836
1209   	3   	0.000853
1210   	3   	0.000855
1211   	3   	0.000992
1212   	3   	0.001064
1213   	3   	0.001169
1214   	3   	0.001363
1215   	3   	0.001487
1216   	3   	0.001725
1217   	3   	0.001649
1218   	3   	0.001867
1219   	3   	0.001922
1220   	3   	0.001685
1221   	3   	0.001970
1222   	3   	0.002008
1223   	3   	0.002041
1224   	3   	0.002862
1225   	1   	0.027269
1226   	4   	0.256318
1227   	4   	0.264208
1228   	4   	0.358067
1229   	4   	0.750942
1230   	4   	1.020723
1231   	4   	1.059250
1232   	3   	0.682122
1233   	3   	0.000848
1234   	3   	0.000806
1235   	3   	0.000956
1236   	3   	0.000900
