Simulation results for substrates contain 60-nodes
state; 1-success, 2-rejected by pre-matching, 3-rejected by node mapping, 4-rejected by edge mapping

req	state	 maptime
1076   	4   	0.135204
1077   	4   	0.260254
1078   	4   	0.787726
1079   	4   	0.571084
1080   	4   	0.745138
1081   	4   	0.517322
1082   	4   	0.784146
1083   	4   	0.440830
1084   	3   	0.085844
1085   	3   	0.271799
1086   	3   	0.131524
1087   	3   	0.001104
1088   	3   	0.001139
1089   	3   	0.000981
1090   	3   	0.001672
1091   	3   	0.001270
1092   	3   	0.001483
1093   	3   	0.001456
1094   	3   	0.001638
1095   	3   	0.001722
1096   	3   	0.001812
1097   	3   	0.002467
1098   	3   	0.001870
1099   	3   	0.003079
1100   	1   	0.007657
1101   	1   	0.204347
1102   	4   	0.426792
1103   	4   	0.502293
1104   	4   	0.418896
1105   	4   	0.923301
1106   	4   	0.835721
1107   	4   	0.430934
1108   	3   	0.411874
1109   	3   	0.197721
1110   	3   	0.092001
1111   	3   	0.000995
1112   	3   	0.000992
1113   	3   	0.001107
1114   	3   	0.001160
1115   	3   	0.001127
1116   	3   	0.001380
1117   	3   	0.001302
1118   	3   	0.001267
1119   	3   	0.001701
1120   	3   	0.001710
1121   	3   	0.001704
1122   	3   	0.001707
1123   	3   	0.001787
1124   	3   	0.001992
1125   	1   	0.018363
1126   	4   	0.121741
1127   	1   	0.332646
1128   	1   	0.125206
1129   	4   	0.504048
1130   	4   	0.704701
1131   	4   	0.600553
1132   	3   	0.234940
1133   	4   	0.308112
1134   	3   	0.061935
1135   	3   	0.001005
1136   	3   	0.053955
1137   	3   	0.001046
1138   	3   	0.001061
1139   	3   	0.001201
1140   	3   	0.001163
1141   	3   	0.001323
1142   	3   	0.001423
1143   	3   	0.001423
1144   	3   	0.001971
1145   	3   	0.001522
1146   	3   	0.001500
1147   	3   	0.001790
1148   	3   	0.002017
1149   	3   	0.002144
1150   	4   	0.015192
1151   	4   	0.100731
1152   	4   	0.326233
1153   	4   	0.428174
1154   	4   	0.396761
1155   	4   	0.301027
1156   	4   	0.484928
1157   	3   	0.063700
1158   	3   	0.076050
1159   	3   	0.081898
1160   	3   	0.112670
1161   	3   	0.001105
1162   	3   	0.001136
1163   	3   	0.001490
1164   	3   	0.001142
1165   	3   	0.001335
1166   	3   	0.001471
1167   	3   	0.001660
1168   	3   	0.001836
1169   	3   	0.001685
1170   	3   	0.001491
1171   	3   	0.001759
1172   	3   	0.001808
1173   	3   	0.002010
1174   	3   	0.001819
1175   	1   	0.006784
1176   	4   	0.113312
1177   	4   	0.251544
1178   	4   	0.333825
1179   	4   	0.280162
1180   	4   	0.683142
1181   	4   	0.495318
1182   	4   	0.711625
1183   	3   	0.102828
1184   	3   	0.004905
1185   	3   	0.164113
1186   	3   	0.000909
1187   	3   	0.000937
1188   	3   	0.000979
1189   	3   	0.001270
1190   	3   	0.001418
1191   	3   	0.001723
1192   	3   	0.001590
1193   	3   	0.001437
1194   	3   	0.001447
1195   	3   	0.001434
1196   	3   	0.001570
1197   	3   	0.002001
1198   	3   	0.001812
1199   	3   	0.002167
1200   	1   	0.009080
1201   	1   	0.026480
1202   	4   	0.395962
1203   	4   	0.504724
1204   	4   	0.398344
1205   	4   	0.613938
1206   	4   	0.687761
1207   	4   	0.219879
1208   	3   	0.335032
1209   	3   	0.138968
1210   	3   	0.082437
1211   	3   	0.160436
1212   	3   	0.000994
1213   	3   	0.001020
1214   	3   	0.001330
1215   	3   	0.001384
1216   	3   	0.001798
1217   	3   	0.001559
1218   	3   	0.001421
